parameter,parameter_label,parameter_group,parameter_unit,metric,parameter_low,parameter_baseline,parameter_high,response_low,response_baseline,response_high,signed_response_span,slope_per_unit,signed_effect_pct_span,abs_effect_pct_span,low_delta_from_baseline_pct,high_delta_from_baseline_pct,direction,rank_within_metric
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_gain_peak_velocity_slope,32836.2815625,43781.70875,54727.135937499996,3.7970162597909773,3.7821050866670434,3.7831484672794953,-0.013867792511482069,-6.334970885064906e-07,-0.3666686195571307,0.3666686195571307,0.39425591786172054,0.027587298304589888,decreases_with_parameter,14
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_gain_peak_freq_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.7763568394002505e-17,0.0,0.0,nan,nan,nan,nan,flat_or_failed,2
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_gain_peak_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.09029055020119682,0.08970788933200055,0.08967019972487156,-0.0006203504763252626,-2.8338340098489773e-08,-0.6915227645468318,0.6915227645468318,0.6495090605017978,-0.04201370404503405,decreases_with_parameter,14
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_gain_peak_freq_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.7763568394002505e-17,0.0,0.0,nan,nan,nan,nan,flat_or_failed,2
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.bandwidth_hz_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.7763568394002505e-17,0.0,0.0,nan,nan,nan,nan,flat_or_failed,2
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_phase_1hz_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-1.7686954592605264,-1.7445356768241131,-1.735733991659213,0.032961467601313466,1.5057186456347926e-06,1.8894120675891855,1.8894120675891855,-1.3848832533133162,0.5045288142758693,increases_with_parameter,7
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_phase_0p5hz_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-0.9136892048850365,-0.9165210796590425,-0.8935356564221757,0.02015354846286077,9.206378205994884e-07,2.1989181602193097,2.1989181602193097,0.30898086654586615,2.507899026765176,increases_with_parameter,8
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_phase_1hz_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-0.2767203515613059,-0.27154865993442157,-0.2696354588244787,0.00708489273682722,3.2364624127774463e-07,2.6090693058615004,2.6090693058615004,-1.9045174548581123,0.7045518510033884,increases_with_parameter,8
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_phase_0p5hz_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-0.13901339551263728,-0.1500120406948326,-0.13514903298378722,0.003864362528850057,1.765286298401982e-07,2.576034904232305,2.576034904232305,7.331841585016303,9.907876489248608,increases_with_parameter,11
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_lag_0p5hz_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.005076051138250203,0.005091783775883571,0.0049640869801232,-0.0001119641581270028,-5.114654558885978e-09,-2.19891816021928,2.19891816021928,-0.3089808665458892,-2.5078990267651693,decreases_with_parameter,8
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_lag_0p5hz_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.0007722966417368732,0.0008334002260824042,0.00075082796102104,-2.1468680715833167e-05,-9.807146102233012e-10,-2.576034904232244,2.576034904232244,-7.331841585016473,-9.907876489248718,decreases_with_parameter,11
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_to_ay_lag_0p5hz_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.004303754496513329,0.0042583835498011665,0.0042132590191021595,-9.049547741116909e-05,-4.133939948662653e-09,-2.125113352351611,2.125113352351611,1.0654499807627842,-1.0596633715888264,decreases_with_parameter,5
