distance_m,dx_m,curvature_1pm,bank_deg,inclination_deg,grip_factor,sector,x_m,y_m,z_m
62.75,0.25,0.049650423774978275,0.0,-0.0,1.0,0,25.7336432650863,43.4530332329287,0.0
63.0,0.25,0.0449793831310067,0.0,-0.0,1.0,0,25.709380755121,43.6825180522877,0.0
63.25,0.25,0.04172538737779647,0.0,-0.0,1.0,0,25.682340645312,43.9113443713784,0.0
63.5,0.25,0.03891044394092224,0.0,-0.0,1.0,0,25.6527443581781,44.1395169720328,0.0
63.75,0.25,0.03645130866298465,0.0,-0.0,1.0,0,25.6207827627419,44.367042129669,0.0
64.0,0.25,0.034284530543586524,0.0,-0.0,1.0,0,25.5866220735858,44.5939270566753,0.0
64.25,0.25,0.032360898981145345,0.0,-0.0,1.0,0,25.550408325757,44.82017952812,0.0
64.5,0.25,0.02895409803381995,0.0,-0.0,1.0,0,25.5122708124068,45.0455546519706,0.0
64.75,0.25,0.025524667956690988,0.0,-0.0,1.0,0,25.4724518403516,45.2699535625989,0.0
65.0,0.25,0.0228215942304589,0.0,-0.0,1.0,0,25.4311892675383,45.4934153169681,0.0
65.25,0.25,0.02063621034647628,0.0,-0.0,1.0,0,25.3886690186949,45.7159718351254,0.0
65.5,0.25,0.0188327920641361,0.0,-0.0,1.0,0,25.3450404053939,45.937649747091,0.0
65.75,0.25,0.01821769487803327,0.0,-0.0,1.0,0,25.3003656863661,46.158838487552,0.0
