"Index","Length_m","TotalLength_m","Radius_m","Direction","Grade","X_m","Y_m","Z_m","CarAttitude","Sector"
"199","0.1","20","0","0","0","20","-3.67381906146712E-15","0","0","0"
"200","0.1","20.1","0","0","0","20.1","-3.69218815677446E-15","0","0","0"
"201","0.1","20.2","0","0","0","20.2","-3.7105572520818E-15","0","0","0"
"202","0.1","20.3","0","0","0","20.3","-3.72892634738913E-15","0","0","0"
"203","0.1","20.4","0","0","0","20.4","-3.74729544269647E-15","0","0","0"
"204","0.1","20.5","0","0","0","20.5","-3.7656645380038E-15","0","0","0"
"205","0.1","20.6","0","0","0","20.6","-3.78403363331114E-15","0","0","0"
"206","0.1","20.7","0","0","0","20.7","-3.80240272861847E-15","0","0","0"
"207","0.1","20.8","0","0","0","20.8","-3.82077182392581E-15","0","0","0"
"208","0.1","20.9","0","0","0","20.9","-3.83914091923315E-15","0","0","0"
"209","0.1","21","0","0","0","21","-3.85751001454048E-15","0","0","0"
"210","0.1","21.1","0","0","0","21.1","-3.87587910984782E-15","0","0","0"
"211","0.1","21.2","0","0","0","21.2","-3.89424820515515E-15","0","0","0"
"212","0.1","21.3","0","0","0","21.3","-3.91261730046249E-15","0","0","0"
"213","0.1","21.4","0","0","0","21.4","-3.93098639576983E-15","0","0","0"
"214","0.1","21.5","0","0","0","21.5","-3.94935549107716E-15","0","0","0"
"215","0.1","21.6","0","0","0","21.6","-3.9677245863845E-15","0","0","0"
"216","0.1","21.7","0","0","0","21.7","-3.98609368169183E-15","0","0","0"
"217","0.1","21.8","0","0","0","21.8","-4.00446277699917E-15","0","0","0"
"218","0.1","21.9","0","0","0","21.9","-4.02283187230651E-15","0","0","0"
"219","0.1","22","0","0","0","22","-4.04120096761384E-15","0","0","0"
"220","0.1","22.1","0","0","0","22.1","-4.05957006292118E-15","0","0","0"
"221","0.1","22.2","0","0","0","22.2","-4.07793915822851E-15","0","0","0"
"222","0.1","22.3","0","0","0","22.3","-4.09630825353585E-15","0","0","0"
"223","0.1","22.4","0","0","0","22.4","-4.11467734884319E-15","0","0","0"
"224","0.1","22.5000000000001","0","0","0","22.5000000000001","-4.13304644415052E-15","0","0","0"
"225","0.1","22.6000000000001","0","0","0","22.6000000000001","-4.15141553945786E-15","0","0","0"
"226","0.1","22.7000000000001","0","0","0","22.7000000000001","-4.16978463476519E-15","0","0","0"
"227","0.1","22.8000000000001","0","0","0","22.8000000000001","-4.18815373007253E-15","0","0","0"
"228","0.1","22.9000000000001","0","0","0","22.9000000000001","-4.20652282537987E-15","0","0","0"
"229","0.1","23.0000000000001","0","0","0","23.0000000000001","-4.2248919206872E-15","0","0","0"
"230","0.1","23.1000000000001","0","0","0","23.1000000000001","-4.24326101599454E-15","0","0","0"
"231","0.1","23.2000000000001","0","0","0","23.2000000000001","-4.26163011130187E-15","0","0","0"
"232","0.1","23.3000000000001","0","0","0","23.3000000000001","-4.27999920660921E-15","0","0","0"
"233","0.1","23.4000000000001","0","0","0","23.4000000000001","-4.29836830191655E-15","0","0","0"
"234","0.1","23.5000000000001","0","0","0","23.5000000000001","-4.31673739722388E-15","0","0","0"
"235","0.1","23.6000000000001","0","0","0","23.6000000000001","-4.33510649253122E-15","0","0","0"
"236","0.1","23.7000000000001","0","0","0","23.7000000000001","-4.35347558783855E-15","0","0","0"
"237","0.1","23.8000000000001","0","0","0","23.8000000000001","-4.37184468314589E-15","0","0","0"
"238","0.1","23.9000000000001","0","0","0","23.9000000000001","-4.39021377845323E-15","0","0","0"
"239","0.1","24.0000000000001","0","0","0","24.0000000000001","-4.40858287376056E-15","0","0","0"
"240","0.1","24.1000000000001","0","0","0","24.1000000000001","-4.4269519690679E-15","0","0","0"
"241","0.1","24.2000000000001","0","0","0","24.2000000000001","-4.44532106437523E-15","0","0","0"
"242","0.1","24.3000000000001","0","0","0","24.3000000000001","-4.46369015968257E-15","0","0","0"
"243","0.1","24.4000000000001","0","0","0","24.4000000000001","-4.48205925498991E-15","0","0","0"
"244","0.1","24.5000000000001","0","0","0","24.5000000000001","-4.50042835029724E-15","0","0","0"
"245","0.1","24.6000000000001","0","0","0","24.6000000000001","-4.51879744560458E-15","0","0","0"
"246","0.1","24.7000000000001","0","0","0","24.7000000000001","-4.53716654091191E-15","0","0","0"
"247","0.1","24.8000000000001","0","0","0","24.8000000000001","-4.55553563621925E-15","0","0","0"
"248","0.1","24.9000000000001","0","0","0","24.9000000000001","-4.57390473152659E-15","0","0","0"
"249","0.1","25.0000000000001","0","0","0","25.0000000000001","-4.59227382683392E-15","0","0","0"
"250","0.1","25.1000000000001","0","0","0","25.1000000000001","-4.61064292214126E-15","0","0","0"
"251","0.1","25.2000000000001","0","0","0","25.2000000000001","-4.62901201744859E-15","0","0","0"
"252","0.1","25.3000000000001","0","0","0","25.3000000000001","-4.64738111275593E-15","0","0","0"
"253","0.1","25.4000000000001","0","0","0","25.4000000000001","-4.66575020806327E-15","0","0","0"
"254","0.1","25.5000000000001","0","0","0","25.5000000000001","-4.6841193033706E-15","0","0","0"
"255","0.1","25.6000000000001","0","0","0","25.6000000000001","-4.70248839867794E-15","0","0","0"
"256","0.1","25.7000000000001","0","0","0","25.7000000000001","-4.72085749398527E-15","0","0","0"
"257","0.1","25.8000000000001","0","0","0","25.8000000000001","-4.73922658929261E-15","0","0","0"
"258","0.1","25.9000000000001","0","0","0","25.9000000000001","-4.75759568459995E-15","0","0","0"
"259","0.1","26.0000000000001","0","0","0","26.0000000000001","-4.77596477990728E-15","0","0","0"
